IdResultado,Numero,FaixaEtaria,Equipe,TempoLiq,TempoOfic,ClassGeral,ClassSexo,ClassFaixa,TotalClassGeral,TotalClassSexo,TotalClassFaixa,Ritmo,Distancia,NoLugarDe,FezInscricao,IdAtleta,IdProva,TempoEquipe
109,11687,M3539 , LocaMotiva  ,2009-01-19 01:59:17,2009-01-19 02:10:59,13439,null,2210,null,null,null,null,15Km,null,true,27,8,null
110,18356,M2529 , LocaMotiva  ,2009-01-19 02:14:07,2009-01-19 02:30:20,14118,null,1505,null,null,null,null,15Km,null,true,11,8,null
111,18430,M2529 , LocaMotiva  ,2009-01-19 02:16:47,2009-01-19 02:27:42,14163,null,1510,null,null,null,null,15Km,null,true,12,8,null
112,5475,F3034  , LocaMotiva  ,2009-01-19 01:38:17,2009-01-19 01:49:58,1030,null,197,null,null,null,null,15Km,null,true,14,8,null
113,11632,M3034 , LocaMotiva  ,2009-01-19 01:38:16,2009-01-19 01:49:58,9808,null,1516,null,null,null,null,15Km,null,true,2,8,null
114,1776,M2529, LocaMotiva  ,2009-01-19 00:47:55,null,null,null,null,null,null,null,null,10Km,null,true,11,7,null
115,1779,M3034, LocaMotiva  ,2009-01-19 00:50:27,null,null,null,null,null,null,null,null,10Km,null,true,3,7,null
116,1778,M3034, LocaMotiva  ,2009-01-19 00:53:40,null,null,null,null,null,null,null,null,10Km,null,true,21,7,null
117,1771,M2529, LocaMotiva  ,2009-01-19 00:56:43,null,null,null,null,null,null,null,null,10Km,null,true,13,7,null
118,1777,M3034, LocaMotiva  ,2009-01-19 00:59:59,null,null,null,null,null,null,null,null,10Km,null,true,2,7,null
119,1775,M2529, LocaMotiva  ,2009-01-19 01:04:28,null,null,null,null,null,null,null,null,10Km,null,true,5,7,null
120,1773,M3034, LocaMotiva  ,2009-01-19 01:05:55,null,null,null,null,null,null,null,null,10Km,null,true,4,7,null
121,1764,M3034, LocaMotiva  ,2009-01-19 01:06:25,null,null,null,null,null,null,null,null,10Km,null,true,25,7,null
122,1765,M3539, LocaMotiva  ,2009-01-19 01:07:07,null,null,null,null,null,null,null,null,10Km,null,true,1,7,null
123,1766,M2529, LocaMotiva  ,2009-01-19 01:10:47,null,null,null,null,null,null,null,null,10Km,null,true,7,7,null
124,1770,F3034, LocaMotiva  ,2009-01-19 01:13:10,null,null,null,null,null,null,null,null,10Km,null,true,8,7,null
125,1769,F2024, LocaMotiva  ,2009-01-19 01:18:30,null,null,null,null,null,null,null,null,10Km,null,true,20,7,null
126,1767,M2529, LocaMotiva  ,2009-01-19 01:23:04,null,null,null,null,null,null,null,null,10Km,null,true,12,7,null
127,1774,F2024, LocaMotiva  ,2009-01-19 01:26:55,null,null,null,null,null,null,null,null,10Km,null,true,9,7,null
128,1772,F2024, LocaMotiva  ,2009-01-19 01:28:58,null,null,null,null,null,null,null,null,10Km,null,true,23,7,null
129,1768,F2529, LocaMotiva  ,2009-01-19 01:32:51,null,null,null,null,null,null,null,null,10Km,null,true,29,7,null
130,3893,M3034,Locamotiva,1900-01-01 00:44:40,1900-01-01 00:46:59,2984,2523,528,null,null,null,2009-01-27 00:06:22,7Km,null,true,22,9,null
131,4006,M3034, LocaMotiva,2009-01-27 00:52:39,2009-01-27 00:54:50,null,null,null,null,null,null,null,10Km,null,true,13,10,null
132,4003,M3034, LocaMotiva,2009-01-27 00:52:55,2009-01-27 00:55:01,null,null,null,null,null,null,null,10Km,null,true,21,10,null
133,4005,M3034, LocaMotiva,2009-01-27 00:59:01,2009-01-27 01:01:21,null,null,null,null,null,null,null,10Km,null,true,5,10,null
134,4008,M2529, LocaMotiva,2009-01-27 01:03:26,2009-01-27 01:10:27,null,null,null,null,null,null,null,10Km,Allison,true,30,10,null
135,4011,M3034, LocaMotiva,2009-01-27 01:11:05,2009-01-27 01:15:13,null,null,null,null,null,null,null,10Km,null,true,25,10,null
136,4001,F3034, LocaMotiva,2009-01-27 01:19:19,2009-01-27 01:21:30,null,null,null,null,null,null,null,10Km,null,true,8,10,null
137,4002,M2529, LocaMotiva,2009-01-27 01:24:11,2009-01-27 01:26:26,null,null,null,null,null,null,null,10Km,null,true,11,10,null
138,4004,F2024, LocaMotiva,2009-01-27 01:24:13,2009-01-27 01:26:26,null,null,null,null,null,null,null,10Km,null,true,9,10,null
139,4007,M3034, LocaMotiva,2009-01-27 01:32:48,2009-01-27 01:39:49,null,null,null,null,null,null,null,10Km,null,true,31,10,null
140,0,M3034, LocaMotiva,2009-01-27 01:25:24,2009-01-27 01:31:30,null,null,null,null,null,null,null,10Km,null,true,32,10,null
141,6Km,M3034, LocaMotiva,2009-01-27 00:54:00,2009-01-27 00:54:00,null,null,null,null,null,null,null,6Km,null,true,33,10,null
144,4010,F2529,LocaMotiva,2009-02-02 01:25:23,2009-02-02 01:31:30,null,595,72,null,607,null,null,10Km,null,true,23,10,null
145,1374,F3034, LocaMotiva ,2009-03-23 00:36:29,2009-03-23 00:36:29,null,null,null,null,null,null,null,10Km,null,true,8,14,null
146,1532,F2529, LocaMotiva ,2009-03-23 00:42:40,2009-03-23 00:42:40,null,null,null,null,null,null,null,10Km,null,true,23,14,null
147,0531,F3034, LocaMotiva ,2009-03-23 00:42:41,2009-03-23 00:42:41,null,null,null,null,null,null,null,10Km,null,true,29,14,null
148,2837,F2529, LocaMotiva ,2009-03-23 00:42:44,2009-03-23 00:42:44,null,null,null,null,null,null,null,10Km,null,true,41,14,null
149,1690,F1519, LocaMotiva ,2009-03-23 00:43:34,2009-03-23 00:43:34,null,null,null,null,null,null,null,10Km,null,true,43,14,null
150,0689,F2024, LocaMotiva ,2009-03-23 00:46:00,2009-03-23 00:46:00,null,null,null,null,null,null,null,10Km,null,true,9,14,null
151,2094,F2529, LocaMotiva ,2009-03-23 00:48:36,2009-03-23 00:48:36,null,null,null,null,null,null,null,10Km,null,true,42,14,null
152,1052,F2529, LocaMotiva ,2009-03-23 00:51:24,2009-03-23 00:51:24,null,null,null,null,null,null,null,10Km,null,true,44,14,null
153,1520,F2529, LocaMotiva ,2009-03-23 00:51:26,2009-03-23 00:51:26,null,null,null,null,null,null,null,10Km,null,true,20,14,null
154,3151,M3034  , LocaMotiva  ,2009-03-23 01:10:45,2009-03-23 01:12:01,2924,2677,419,null,null,null,2009-03-23 05:53:00,12Km,null,true,21,13,null
155,3158,M3034 , LocaMotiva ,2009-03-23 01:14:05,2009-03-23 01:17:10,3578,3214,524,null,null,null,2009-03-23 06:10:00,12Km,null,true,13,13,null
156,3154,M3034 , LocaMotiva ,2009-03-23 01:14:35,2009-03-23 01:17:41,3685,3296,541,null,null,null,2009-03-23 06:12:00,12Km,null,true,2,13,null
157,3153,M3034 , LocaMotiva ,2009-03-23 01:20:18,2009-03-23 01:23:40,4764,4119,693,null,null,null,2009-03-23 06:41:00,12Km,null,true,5,13,null
158,3159,M3034 , LocaMotiva ,2009-03-23 01:37:14,2009-03-23 01:44:04,6259,5138,862,null,null,null,2009-03-23 08:06:00,12Km,Thiago Oquendo,true,34,13,null
159,3152,M2024 , LocaMotiva ,2009-03-23 01:37:22,2009-03-23 01:44:03,6267,5144,177,null,null,null,2009-03-23 08:06:00,12Km,null,true,36,13,null
160,3157,M3034 , LocaMotiva ,2009-03-23 01:46:23,2009-03-23 01:49:41,6427,5235,882,null,null,null,2009-03-23 08:51:00,12Km,Roberto Reis ,true,12,13,null
161,3155,M2529 , LocaMotiva ,2009-03-23 01:53:10,2009-03-23 01:56:27,6477,5260,533,null,null,null,2009-03-23 09:25:00,12Km,null,true,11,13,null
162,5095,F3034  , TimeDev  ,2009-03-23 01:16:29,2009-03-23 01:19:35,4081,466,96,null,null,null,2009-03-23 06:22:00,12Km,null,true,14,13,null
163,12550,M3539  , LocaMotiva  ,2009-03-23 00:24:31,2009-03-23 00:27:13,379,344,39,null,null,null,2009-03-23 04:54:00,5km,null,true,1,12,null
164,12545,F2529 , LocaMotiva ,2009-03-23 00:33:31,2009-03-23 00:36:16,2213,522,118,null,null,null,2009-03-23 06:42:00,5km,Jamila Pereira ,true,37,12,null
165,12552,M2024 , LocaMotiva ,2009-03-23 00:35:10,2009-03-23 00:42:29,2684,1928,120,null,null,null,2009-03-23 07:02:00,5Km,null,true,38,12,null
166,12546,F2529 , LocaMotiva ,2009-03-23 00:41:51,2009-03-23 00:44:43,4191,1683,377,null,null,null,2009-03-23 08:22:00,5Km,null,true,23,12,null
167,12543,F3034 , LocaMotiva ,2009-03-23 00:43:28,2009-03-23 00:54:59,4420,1846,421,null,null,null,2009-03-23 08:41:00,5Km,null,true,29,12,null
168,12544,F2024 , LocaMotiva ,2009-03-23 00:44:19,2009-03-23 00:49:24,4520,1918,142,null,null,null,2009-03-23 08:51:00,5Km,null,true,9,12,null
169,12547,M4044 , LocaMotiva ,2009-03-23 00:46:18,2009-03-23 00:57:50,4709,2649,310,null,null,null,2009-03-23 09:15:00,5Km,null,true,40,12,null
170,12549,F2024 , LocaMotiva ,2009-03-23 00:49:45,2009-03-23 00:58:22,4944,2239,171,null,null,null,2009-03-23 09:57:00,5Km,null,true,28,12,null
171,12551,F2529 , LocaMotiva ,2009-03-23 00:49:45,2009-03-23 00:58:21,4946,2241,2241,null,null,null,2009-03-23 09:57:00,5Km,null,true,41,12,null
172,12548,F2529 , LocaMotiva ,2009-03-23 00:30:17,2009-03-23 00:38:44,1319,211,45,null,null,null,2009-03-23 06:03:00,5Km,null,true,42,12,null
173,14357,M2024  , LocaMotiva  ,2009-04-05 00:24:02,2009-04-05 00:25:23,171,162,21,null,null,null,2009-04-05 04:22:00,5,5Km,null,true,45,15,null
174,14367,M2529 , LocaMotiva ,2009-04-05 00:24:49,2009-04-05 00:25:58,203,193,41,null,null,null,2009-04-05 04:30:00,5,5Km,null,true,4,15,null
175,14366,M3539 , LocaMotiva ,2009-04-05 00:25:13,2009-04-05 00:25:38,228,217,29,null,null,null,2009-04-05 04:35:00,5,5Km,null,true,1,15,null
176,14359,M3034 , LocaMotiva ,2009-04-05 00:25:46,2009-04-05 00:26:11,261,245,54,null,null,null,2009-04-05 04:41:00,5,5Km,null,true,2,15,null
177,14365,F2024 , LocaMotiva ,2009-04-05 00:29:18,2009-04-05 00:29:42,636,63,5,null,null,null,2009-04-05 05:19:00,5,5Km,null,true,13,15,null
178,14358,M3034 , LocaMotiva ,2009-04-05 00:31:51,2009-04-05 00:33:17,1031,879,190,null,null,null,2009-04-05 05:47:00,5,5Km,null,true,5,15,null
179,14368,M3034 , LocaMotiva ,2009-04-05 00:32:43,2009-04-05 00:33:31,1196,1001,217,null,null,null,2009-04-05 05:56:00,5,5Km,null,true,22,15,null
180,14360,F3034 , LocaMotiva ,2009-04-05 00:41:57,2009-04-05 00:43:20,2802,1019,215,null,null,null,2009-04-05 07:37:00,5,5Km,null,true,8,15,null
181,14355,M2529 , LocaMotiva ,2009-04-05 00:44:15,2009-04-05 00:52:22,3004,1848,308,null,null,null,2009-04-05 08:02:00,5,5Km,null,true,34,15,null
182,14353,M3034 , LocaMotiva ,2009-04-05 00:44:55,2009-04-05 00:46:11,3057,1865,360,null,null,null,2009-04-05 08:10:00,5,5Km,null,true,21,15,null
183,14354,F3034 , LocaMotiva ,2009-04-05 00:45:19,2009-04-05 00:47:10,3090,1216,267,null,null,null,2009-04-05 08:14:00,5,5Km,null,true,29,15,null
184,14363,F2529 , LocaMotiva ,2009-04-05 00:45:20,2009-04-05 00:46:46,3091,1217,217,null,null,null,2009-04-05 08:14:00,5,5Km,null,true,23,15,null
185,14361,M2529 , LocaMotiva ,2009-04-05 00:45:36,2009-04-05 00:47:03,3110,1884,315,null,null,null,2009-04-05 08:17:00,5,5Km,null,true,11,15,null
186,14356,F2024 , LocaMotiva ,2009-04-05 00:45:44,2009-04-05 00:47:10,3122,1233,70,null,null,null,2009-04-05 08:18:00,5,5Km,null,true,9,15,null
187,14364,M4044 , LocaMotiva ,2009-04-05 00:48:03,2009-04-05 00:49:55,3280,1948,231,null,null,null,2009-04-05 08:44:00,5,5Km,null,true,40,15,null
188,0,M2529 , LocaMotiva ,2009-04-05 00:45:20,2009-04-05 00:46:46,0,0,0,null,null,null,2009-04-05 08:14:00,5,5Km,null,true,24,15,null
189,2092,F3034, LocaMotiva,2009-05-09 01:50:33,2009-05-09 01:50:33,null,null,null,null,null,null,null,10KM,null,true,29,16,null
190,5527,M2529, LocaMotiva,2009-05-09 01:27:30,2009-05-09 01:27:30,null,null,null,null,null,null,null,10KM,null,true,34,16,null
191,5521,F1519, LocaMotiva,2009-05-09 01:50:35,2009-05-09 01:50:35,null,null,null,null,null,null,null,10KM,null,true,9,16,null
192,2166,M2024, LocaMotiva,2009-05-09 01:07:00,2009-05-09 01:07:00,null,null,null,null,null,null,null,10KM,null,true,36,16,null
193,5526,M1519, LocaMotiva,2009-05-09 00:46:35,2009-05-09 00:46:35,null,null,null,null,null,null,null,10KM,null,true,45,16,null
194,0,, LocaMotiva,2009-05-09 01:23:00,2009-05-09 01:23:00,null,null,null,null,null,null,null,10KM,null,true,24,16,null
195,5519,M2529, LocaMotiva,2009-05-09 01:02:30,2009-05-09 01:02:30,null,null,null,null,null,null,null,10KM,null,true,5,16,null
196,5518,M3034, LocaMotiva,2009-05-09 00:51:30,2009-05-09 00:51:30,null,null,null,null,null,null,null,10KM,null,true,2,16,null
197,3150,F3034, LocaMotiva,2009-05-09 01:24:47,2009-05-09 01:24:47,null,null,null,null,null,null,null,10KM,null,true,8,16,null
198,5520,M2024, LocaMotiva,2009-05-09 01:24:44,2009-05-09 01:24:44,null,null,null,null,null,null,null,10KM,null,true,11,16,null
199,5522,F2024, LocaMotiva,2009-05-09 01:50:35,2009-05-09 01:50:35,null,null,null,null,null,null,null,10KM,null,true,23,16,null
200,5517,M2529, LocaMotiva,2009-05-09 00:48:26,2009-05-09 00:48:26,null,null,null,null,null,null,null,10KM,null,true,4,16,null
201,2013,M2024, LocaMotiva,2009-05-09 01:05:17,2009-05-09 01:05:17,null,null,null,null,null,null,null,10KM,null,true,6,16,null
202,5528,M2024, LocaMotiva,2009-05-09 00:56:26,2009-05-09 00:56:26,null,null,null,null,null,null,null,10KM,null,true,46,16,null
203,5529,M3539, LocaMotiva,2009-05-09 01:29:13,2009-05-09 01:29:13,null,null,null,null,null,null,null,10KM,null,true,40,16,null
204,5523,M3034, LocaMotiva,2009-05-09 00:51:30,2009-05-09 00:51:30,null,null,null,null,null,null,null,10KM,null,true,1,16,null
205,0548,F3034, LocaMotiva,2009-05-09 01:10:55,2009-05-09 01:10:55,null,null,null,null,null,null,null,10KM,null,true,14,16,null
206,5525,M2024, LocaMotiva,2009-05-09 01:15:18,2009-05-09 01:15:18,null,null,null,null,null,null,null,10KM,null,true,7,16,null
207,0,, LocaMotiva,2009-05-09 01:21:00,2009-05-09 01:21:00,null,null,null,null,null,null,null,10KM,null,true,32,16,null
208,0,F3034, LocaMotiva,null,null,null,null,null,null,null,null,null,10KM,null,true,13,16,null
209,5524,M2529, LocaMotiva,2009-05-09 01:08:30,2009-05-09 01:08:30,null,null,null,null,null,null,null,10KM,null,true,22,16,null
210,5338,M2024, LocaMotiva,2009-05-09 01:09:19,2009-05-09 01:09:19,null,null,null,null,null,null,null,10KM,null,true,38,16,null
211,5784,M3034,LocaMotiva,2009-05-10 01:25:54,2009-05-10 01:28:53,4551,null,null,null,null,null,null,10KM,null,true,12,17,null
212,5786,M3034,LocaMotiva,2009-05-10 01:09:54,2009-05-10 01:17:25,3859,2854,658,null,null,null,2009-05-10 00:06:59,10KM,null,true,8,17,null
213,5788,F3034,LocaMotiva,2009-05-10 00:57:38,2009-05-10 01:01:34,1734,1511,361,null,null,null,null,10KM,null,true,13,17,null
214,5789,M3034,LocaMotiva,2009-05-10 00:52:43,2009-05-10 00:56:38,864,799,189,null,null,null,2009-05-10 00:05:16,10KM,null,true,2,17,null
215,5790,M3034,LocaMotiva,2009-05-10 01:06:00,2009-05-10 01:10:00,3355,null,null,null,null,null,null,10KM,null,true,5,17,null
216,4936,F3034,LocaMotiva,2009-05-10 01:04:08,2009-05-10 01:08:04,3044,618,155,null,null,null,null,10KM,null,true,14,17,null
217,5785,M2529,LocaMotiva,2009-05-10 01:26:27,2009-05-10 01:30:26,4561,3194,600,null,null,null,null,10KM,null,true,11,17,null
218,5787,M2024,LocaMotiva,2009-05-10 01:12:06,2009-05-10 01:16:04,4093,2981,173,null,null,null,null,10KM,null,true,38,17,null
219,2843,F3034,LocaMotiva,2009-05-10 00:37:04,2009-05-10 00:37:04,2518,1176,302,null,null,null,null,5Km,null,true,21,18,null
220,0618,M3034,LocaMotiva,2009-05-10 00:29:12,2009-05-10 00:29:12,569,437,106,null,null,null,null,5Km,null,true,22,18,null
221,0619,F2529,LocaMotiva,2009-05-10 00:32:18,2009-05-10 00:32:18,1159,null,null,null,null,null,null,5Km,null,true,48,18,null
222,0620,M3034,LocaMotiva,2009-05-10 00:39:44,2009-05-10 00:39:44,3121,null,330,null,null,null,null,5Km,null,true,37,18,null
223,0622,F2529,LocaMotiva,2009-05-10 00:46:25,2009-05-10 00:46:25,3873,null,null,null,null,null,null,5Km,null,true,23,18,null
224,0623,M2529,LocaMotiva,2009-05-10 00:28:36,2009-05-10 00:28:36,488,null,null,null,null,null,null,5Km,null,true,34,18,null
225,0624,F2529,LocaMotiva,2009-05-10 00:35:14,2009-05-10 00:35:14,1983,810,205,null,null,null,null,5Km,null,true,50,18,null
226,0625,F2529,LocaMotiva,2009-05-10 00:46:25,2009-05-10 00:46:25,3871,null,null,null,null,null,null,5Km,null,true,44,18,null
227,0626,M4044,LocaMotiva,2009-05-10 00:43:13,2009-05-10 00:43:13,3620,1634,211,null,null,null,null,5Km,null,true,40,18,null
228,0627,F2024,LocaMotiva,2009-05-10 00:39:44,2009-05-10 00:39:44,3119,null,null,null,null,null,null,5Km,null,true,49,18,null
229,0628,F2024,LocaMotiva,2009-05-10 00:40:00,2009-05-10 00:40:00,3169,null,null,null,null,null,null,5Km,null,true,9,18,null
230,0641,F3034,LocaMotiva,2009-05-10 00:39:02,2009-05-10 00:39:02,2984,1510,386,null,null,null,null,5Km,null,true,29,18,null
231,0617,M3539,LocaMotiva,2009-05-10 00:22:30,2009-05-10 00:22:30,59,46,5,null,null,null,2009-05-10 00:04:30,5Km,null,true,1,18,null
232,4328,M2024 , LocaMotiva,2009-05-10 00:52:22,2009-05-10 00:57:15,1471,1298,55,null,null,null,2009-05-10 05:14:00,10Km,null,true,45,19,null
233,4330,M3034  , LocaMotiva,2009-05-10 00:50:01,2009-05-10 00:51:55,1126,993,173,null,null,null,2009-05-10 05:00:00,10Km,null,true,4,19,null
234,4331,M2529 , LocaMotiva,2009-05-10 00:58:10,2009-05-10 01:02:08,2571,2226,260,null,null,null,2009-05-10 05:49:00,10Km,null,true,46,19,null
235,5020,F3034  , LocaMotiva,2009-05-10 00:57:43,2009-05-10 01:00:02,2481,330,59,null,null,null,2009-05-10 05:46:00,10Km,null,true,2,19,null
236,4332,M2024 , LocaMotiva,2009-05-10 01:16:44,2009-05-10 01:23:37,4628,3614,160,null,null,null,2009-05-10 07:40:00,10Km,null,true,48,19,null
237,4333,M3034 , LocaMotiva,2009-05-10 01:01:48,2009-05-10 01:04:07,3208,2732,465,null,null,null,2009-05-10 06:10:00,10Km,null,true,13,19,null
238,4334,M3034 , LocaMotiva,2009-05-10 00:53:01,2009-05-10 00:54:07,1601,1409,238,null,null,null,2009-05-10 05:18:00,10Km,null,true,3,19,null
239,13217,F2529  , LocaMotiva,2009-05-10 00:46:42,2009-05-10 00:52:27,888,205,29,null,null,null,2009-05-10 10:51:00,4,3Km,null,true,23,20,null
240,13218,M3539  , LocaMotiva,2009-05-10 00:44:27,2009-05-10 00:52:27,770,652,96,null,null,null,2009-05-10 10:20:00,4,3Km,null,true,47,20,null
241,5000,,LocaMotiva,2009-05-10 00:32:00,2009-05-10 00:32:00,0,0,0,null,null,null,null,5Km,null,true,32,18,null
242,5001,,LocaMotiva,2009-05-10 00:32:00,2009-05-10 00:32:00,0,0,0,null,null,null,null,5Km,null,true,24,18,null
243,14073,M3034 , LocaMotiva ,2009-05-26 01:17:23,2009-05-26 01:19:00,1337,1124,188,null,null,null,null,12.5Km,null,true,21,21,null
244,14075,M2024 , LocaMotiva ,2009-05-26 01:24:18,2009-05-26 01:25:19,1760,1397,51,null,null,null,null,12.5Km,null,true,45,21,null
245,14076,M3034 , LocaMotiva ,2009-05-26 01:11:47,2009-05-26 01:16:48,935,811,130,null,null,null,null,12.5Km,null,true,2,21,null
246,14078,M2529 , LocaMotiva ,2009-05-26 01:09:25,2009-05-26 01:10:01,779,686,71,null,null,null,null,12.5Km,null,true,46,21,null
247,14079,M2024 , LocaMotiva ,2009-05-26 01:32:48,2009-05-26 01:33:23,1982,1514,57,null,null,null,null,12.5Km,null,true,48,21,null
248,14080,M3034 , LocaMotiva ,2009-05-26 01:05:27,2009-05-26 01:07:35,518,470,70,null,null,null,null,12.5Km,null,true,3,21,null
249,14081,M3034 , LocaMotiva ,2009-05-26 01:18:05,2009-05-26 01:20:46,1388,1159,196,null,null,null,null,12.5Km,null,true,22,21,null
250,14082,M2024 , LocaMotiva ,2009-05-26 01:27:22,2009-05-26 01:33:22,1855,1446,54,null,null,null,null,12.5Km,null,true,38,21,null
251,14077,M3034  , LocaMotiva  ,2009-05-26 01:04:26,2009-05-26 01:29:11,463,422,65,null,null,null,null,12.5Km,null,true,4,21,null
252,3163,, LocaMotiva  ,2009-06-08 00:22:29,2009-06-08 00:22:29,null,null,null,null,null,null,null,5Km,null,true,1,22,null
253,3160,, LocaMotiva  ,2009-06-08 00:26:19,2009-06-08 00:26:19,null,null,null,null,null,null,null,5Km,null,true,2,22,null
254,588,, LocaMotiva  ,2009-06-08 00:27:15,2009-06-08 00:27:15,null,null,null,null,null,null,null,5Km,null,true,22,22,null
255,3167,, LocaMotiva  ,2009-06-08 00:29:26,2009-06-08 00:29:26,null,null,null,null,null,null,null,5Km,null,true,13,22,null
256,589,, LocaMotiva  ,2009-06-08 00:29:45,2009-06-08 00:29:45,null,null,null,null,null,null,null,5Km,null,true,34,22,null
257,593,, LocaMotiva  ,2009-06-08 00:31:13,2009-06-08 00:31:13,null,null,null,null,null,null,null,5Km,null,true,48,22,null
258,592,, LocaMotiva  ,2009-06-08 00:32:51,2009-06-08 00:32:51,null,null,null,null,null,null,null,5Km,null,true,37,22,null
259,587,, LocaMotiva  ,2009-06-08 00:38:37,2009-06-08 00:38:37,null,null,null,null,null,null,null,5Km,null,true,21,22,null
260,591,, LocaMotiva  ,2009-06-08 00:45:54,2009-06-08 00:45:54,null,null,null,null,null,null,null,5Km,null,true,45,22,null
261,3166,, LocaMotiva  ,2009-06-08 00:48:11,2009-06-08 00:48:11,null,null,null,null,null,null,null,10Km,null,true,4,23,null
262,585,, LocaMotiva  ,2009-06-08 00:49:37,2009-06-08 00:49:37,null,null,null,null,null,null,null,5Km,null,true,47,22,null
263,3159,, LocaMotiva  ,2009-06-08 00:52:34,2009-06-08 00:52:34,null,null,null,null,null,null,null,10Km,null,true,12,23,null
264,3164,, LocaMotiva  ,2009-06-08 00:53:14,2009-06-08 00:53:14,null,null,null,null,null,null,null,10Km,null,true,46,23,null
265,3161,, LocaMotiva  ,2009-06-08 01:04:14,2009-06-08 01:04:14,null,null,null,null,null,null,null,10Km,null,true,38,23,null
266,3162,, LocaMotiva  ,2009-06-08 01:06:31,2009-06-08 01:06:31,null,null,null,null,null,null,null,10Km,null,true,8,23,null
267,3158,, LocaMotiva  ,2009-06-08 01:06:31,2009-06-08 01:06:31,null,null,null,null,null,null,null,10Km,null,true,52,23,null
268,3157,, LocaMotiva  ,2009-06-08 01:14:48,2009-06-08 01:14:48,null,null,null,null,null,null,null,10Km,null,true,11,23,null
269,3165,, LocaMotiva  ,2009-06-08 01:24:06,2009-06-08 01:24:06,null,null,null,null,null,null,null,10Km,null,true,3,23,null
270,2893,M2024  , LocaMotiva  ,2009-06-22 00:26:46,2009-06-22 00:28:24,409,379,27,null,null,null,null,6Km,null,true,45,24,null
271,2895,M3034 , LocaMotiva ,2009-06-22 00:27:05,2009-06-22 00:27:26,437,404,77,null,null,null,null,6Km,null,true,2,24,null
272,2902,M3539 , LocaMotiva ,2009-06-22 00:27:27,2009-06-22 00:27:48,481,447,61,null,null,null,null,6Km,null,true,1,24,null
273,2889,M3034 , LocaMotiva ,2009-06-22 00:28:48,2009-06-22 00:30:09,640,586,106,null,null,null,null,6Km,null,true,21,24,null
274,2901,M2529 , LocaMotiva ,2009-06-22 00:28:59,2009-06-22 00:29:31,661,605,85,null,null,null,null,6Km,null,true,46,24,null
275,2905,M3034 , LocaMotiva ,2009-06-22 00:33:34,2009-06-22 00:35:31,1295,1114,188,null,null,null,null,6Km,null,true,22,24,null
276,2906,M2024 , LocaMotiva ,2009-06-22 00:36:13,2009-06-22 00:38:27,1701,1409,76,null,null,null,null,6Km,null,true,52,24,null
277,2903,M2024 , LocaMotiva ,2009-06-22 00:36:35,2009-06-22 00:38:32,1749,1445,78,null,null,null,null,6Km,null,true,48,24,null
278,2898,M3034 , LocaMotiva ,2009-06-22 00:37:12,2009-06-22 00:39:27,1838,1512,254,null,null,null,null,6Km,null,true,37,24,null
279,2894,M2529 , LocaMotiva ,2009-06-22 00:43:36,2009-06-22 00:45:37,2515,1876,270,null,null,null,null,6Km,null,true,53,24,null
280,2897,M2529 , LocaMotiva ,2009-06-22 00:44:58,2009-06-22 00:47:02,2618,1917,280,null,null,null,null,6Km,null,true,11,24,null
281,2892,M3034 , LocaMotiva ,2009-06-22 00:45:32,2009-06-22 00:46:59,2646,1928,323,null,null,null,null,6Km,null,true,12,24,null
282,2899,F2529 , LocaMotiva ,2009-06-22 00:48:15,2009-06-22 00:52:14,2754,779,119,null,null,null,null,6Km,null,true,23,24,null
283,2891,F2024 , LocaMotiva ,2009-06-22 00:50:15,2009-06-22 00:52:19,2826,820,47,null,null,null,null,6Km,null,true,9,24,null
284,2637,M3034  , LocaMotiva,2009-07-12 00:50:34,2009-07-12 00:51:28,1028,null,null,null,null,null,null,10Km,null,true,21,25,null
285,2992,M2024 , LocaMotiva,2009-07-12 00:47:07,2009-07-12 00:51:19,517,null,null,null,null,null,null,10Km,null,true,45,25,null
286,3560,M3034 , LocaMotiva,2009-07-12 01:07:58,2009-07-12 01:14:21,3621,null,null,null,null,null,null,10Km,null,true,52,25,null
287,3592,M3034 , LocaMotiva,2009-07-12 00:58:45,2009-07-12 01:03:00,2511,251,468,null,null,null,2009-07-12 00:05:52,10Km,null,true,2,25,null
288,3625,F3034 , LocaMotiva,2009-07-12 01:21:09,2009-07-12 01:27:32,4232,null,null,null,null,null,null,10Km,null,true,9,25,null
289,3716,M2529 , LocaMotiva,2009-07-12 01:19:52,2009-07-12 01:26:15,4214,null,null,null,null,null,null,10Km,null,true,11,25,null
290,3780,M3034 , LocaMotiva,2009-07-12 01:11:48,2009-07-12 01:18:12,3890,null,null,null,null,null,null,10Km,null,true,37,25,null
291,3846,F2529 , LocaMotiva,2009-07-12 01:10:48,2009-07-12 01:19:16,0,null,null,null,null,null,null,10Km,null,true,20,25,null
292,4192,M3034 , LocaMotiva,2009-07-12 00:48:29,2009-07-12 00:51:18,686,null,null,null,null,null,null,10Km,null,true,4,25,null
293,4260,M2024 , LocaMotiva,2009-07-12 01:01:35,2009-07-12 01:06:33,2943,null,null,null,null,null,null,10Km,null,true,6,25,null
294,4265,M3034 , LocaMotiva,2009-07-12 01:12:16,2009-07-12 01:14:28,3913,null,null,null,null,null,null,10Km,null,true,55,25,null
295,119,M3539 , LocaMotiva,2009-07-12 00:48:54,2009-07-12 00:48:57,759,713,147,null,null,null,2009-07-12 00:04:53,10Km,null,true,1,25,null
